0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1270,2018,229,172,437,340,319,653,111,299,274,189,584,584,77,114,132,72,260,343,64,211,36,12.0,6.0,6.0,5.0
1270,2019,311,144,420,391,321,613,73,195,261,120,653,653,80,123,156,69,355,400,73,270,56,10.0,1.0,7.0,4.0
1271,2010,260,156,568,474,354,733,63,405,374,225,953,961,102,169,182,90,337,387,108,223,12,13.0,3.0,5.0,9.0
1271,2011,343,153,621,416,387,620,48,335,368,153,924,923,93,181,179,108,343,375,131,314,23,18.0,5.0,2.0,6.0
1271,2012,301,145,577,510,389,673,82,350,396,130,771,773,93,160,161,84,294,327,114,266,21,12.0,2.0,4.0,4.0
1271,2013,191,122,461,429,329,574,72,354,368,179,788,792,76,187,165,102,261,337,146,274,34,12.0,2.0,9.0,7.0
1271,2014,280,168,543,348,356,570,55,264,327,118,699,701,65,178,154,83,307,467,157,295,22,14.0,4.0,4.0,9.0
1271,2015,346,213,654,504,344,721,47,253,377,129,1472,1474,72,248,229,107,447,512,178,304,51,13.0,1.0,6.0,13.0
1271,2016,328,192,669,487,401,701,69,238,319,129,1191,1196,102,179,158,87,375,436,79,284,54,15.0,11.0,3.0,7.0
1271,2017,219,193,507,331,368,579,67,293,259,176,880,878,106,137,130,70,328,304,75,216,28,10.0,3.0,5.0,5.0
1271,2018,269,181,504,391,478,664,49,333,326,176,723,714,112,135,142,67,312,344,71,249,15,8.0,3.0,3.0,2.0
1271,2019,296,160,548,407,412,669,64,321,240,126,1342,1344,138,170,140,62,321,308,112,233,15,13.0,4.0,6.0,
1272,2010,313,284,643,390,448,745,182,287,357,111,1151,1160,147,276,218,143,468,573,111,243,126,20.0,18.0,9.0,6.0
1272,2011,340,209,689,513,412,802,178,348,410,168,1172,1181,126,287,211,139,504,520,114,259,135,22.0,17.0,13.0,10.0
1272,2012,341,185,665,444,326,867,196,391,332,232,848,847,143,278,201,123,506,563,101,205,153,22.0,19.0,25.0,10.0
1272,2013,303,220,646,523,372,911,231,461,438,253,937,944,147,321,227,120,605,509,90,220,183,17.0,26.0,16.0,14.0
1272,2014,390,176,593,433,357,807,155,328,416,180,973,975,123,283,231,141,562,497,99,304,159,15.0,17.0,18.0,5.0
1272,2015,317,166,582,427,340,786,208,336,409,188,865,869,131,224,174,115,460,385,114,294,97,34.0,39.0,15.0,11.0
1272,2016,365,206,680,413,426,939,185,412,436,192,1056,1053,229,261,224,149,510,643,87,365,88,26.0,31.0,12.0,11.0
1272,2017,385,181,533,368,432,799,150,341,373,194,590,583,194,221,193,120,508,482,56,278,78,14.0,17.0,6.0,3.0
1272,2018,379,201,581,467,433,780,129,278,390,167,1004,998,215,201,212,147,443,551,68,266,64,17.0,19.0,7.0,7.0
1272,2019,464,252,699,512,523,873,134,285,426,170,1101,1101,31,266,233,157,527,573,86,342,71,1.0,1.0,10.0,8.0
1273,2010,365,281,660,504,526,845,84,209,404,118,1353,1305,74,197,217,130,452,594,164,321,69,23.0,4.0,2.0,12.0
1273,2011,259,205,680,444,419,700,86,346,338,201,1714,1714,59,235,210,125,381,520,166,228,38,11.0,5.0,5.0,9.0
1273,2012,320,262,704,549,451,894,172,316,376,216,1894,1896,113,253,183,98,504,515,139,249,63,12.0,4.0,17.0,9.0
1273,2013,287,248,618,422,452,766,133,309,312,163,1874,1879,122,218,132,91,487,474,102,207,46,13.0,22.0,5.0,5.0
1273,2014,335,269,627,391,425,825,134,277,350,186,1546,1545,116,198,165,90,518,515,100,276,73,12.0,7.0,9.0,6.0
1273,2015,299,197,532,365,380,755,81,298,365,178,1492,1494,125,213,199,108,436,475,105,281,69,13.0,9.0,10.0,8.0
1273,2016,336,202,559,410,371,855,73,402,403,226,1529,1530,81,160,137,80,464,440,111,227,33,16.0,11.0,10.0,4.0
1273,2017,233,198,488,314,381,667,62,295,302,185,1223,1216,86,114,92,44,338,376,60,165,21,8.0,2.0,4.0,2.0
1273,2018,359,249,522,370,405,742,40,186,287,114,1403,1396,110,154,119,71,417,449,79,259,25,12.0,6.0,,5.0
1273,2019,357,208,546,387,407,685,66,158,283,114,1218,1213,89,185,182,101,353,397,76,322,26,19.0,7.0,5.0,1.0
1274,2010,244,231,560,448,412,766,144,339,366,236,1242,1245,125,219,188,94,435,435,89,169,86,11.0,6.0,19.0,1.0
1274,2011,266,283,649,498,467,879,124,380,429,238,1288,1290,164,203,188,91,416,552,138,221,66,19.0,3.0,12.0,3.0
1274,2012,210,250,538,382,464,775,118,421,371,269,863,864,147,210,161,103,392,454,121,168,64,21.0,15.0,8.0,3.0
1274,2013,248,254,525,385,447,918,159,401,369,288,783,787,115,223,185,105,408,465,104,198,88,17.0,13.0,14.0,2.0
1274,2014,187,180,505,328,375,757,119,395,345,227,721,722,119,153,158,89,334,394,118,143,69,24.0,12.0,14.0,
1274,2015,286,292,593,385,524,940,126,384,376,198,932,935,144,209,166,86,488,544,130,247,93,9.0,7.0,13.0,2.0
1274,2016,323,241,581,383,402,869,127,355,330,235,974,977,133,215,178,87,438,578,92,214,98,10.0,9.0,8.0,7.0
1274,2017,276,198,477,393,349,764,121,357,352,178,761,762,128,203,145,70,365,411,78,204,113,12.0,11.0,12.0,2.0
1274,2018,304,247,517,367,431,795,130,343,318,197,840,840,132,210,164,96,424,362,79,209,113,14.0,11.0,12.0,4.0
1274,2019,315,268,466,373,537,769,100,274,291,154,702,702,30,212,151,73,413,419,86,221,66,2.0,1.0,12.0,2.0
1275,2010,265,205,581,411,385,740,120,298,277,171,638,648,118,159,141,65,333,427,136,197,31,10.0,2.0,4.0,2.0
1275,2011,294,243,543,453,453,749,86,271,301,142,542,559,111,152,148,76,360,441,147,221,22,14.0,7.0,4.0,3.0
1275,2012,237,214,482,386,384,606,68,268,236,127,465,459,113,158,116,59,340,310,118,151,28,7.0,3.0,1.0,1.0
1275,2013,248,166,539,430,346,606,72,374,269,204,1108,1109,98,248,148,87,360,380,103,155,33,11.0,4.0,5.0,4.0
1275,2014,328,137,509,396,317,652,67,289,231,180,772,780,96,252,122,52,362,405,113,254,25,8.0,4.0,4.0,4.0
1275,2015,301,182,587,402,347,688,61,338,260,176,1033,1038,111,236,156,87,365,446,133,221,36,17.0,5.0,3.0,4.0
1275,2016,257,174,600,387,391,717,69,396,312,215,1034,1035,115,207,152,77,327,457,94,235,31,17.0,7.0,3.0,5.0
1275,2017,350,181,589,423,400,699,108,244,262,141,948,946,106,214,168,70,321,430,97,272,23,7.0,2.0,6.0,7.0
1275,2018,308,263,527,421,534,803,74,273,301,131,820,823,116,233,134,80,384,339,97,216,49,13.0,12.0,5.0,8.0
1275,2019,284,254,553,383,532,766,73,231,332,125,968,968,25,171,172,68,315,422,71,237,35,8.0,2.0,6.0,4.0
1276,2010,168,211,435,308,510,616,65,381,299,253,634,640,59,206,116,80,412,338,88,78,38,1.0,3.0,2.0,
1276,2011,235,264,563,338,489,774,64,367,267,235,792,792,61,156,126,61,447,334,111,108,50,3.0,7.0,4.0,3.0
1276,2012,251,258,500,347,483,698,65,306,276,216,731,740,70,155,116,69,408,336,100,117,37,3.0,3.0,2.0,3.0
1276,2013,291,284,483,359,466,921,105,500,403,329,1086,1080,81,234,164,85,546,438,105,156,135,16.0,8.0,9.0,2.0
1276,2014,232,319,525,345,475,831,88,448,329,275,982,980,96,191,147,87,525,527,108,103,108,11.0,7.0,4.0,3.0
1276,2015,175,239,448,300,438,672,53,393,259,234,744,747,45,163,98,58,366,332,105,121,47,9.0,3.0,7.0,1.0
1276,2016,310,336,545,336,549,837,76,382,282,201,871,858,60,194,131,77,522,410,79,130,60,13.0,6.0,9.0,
1276,2017,300,361,572,348,576,831,109,388,280,267,941,936,80,220,122,76,529,486,87,99,66,8.0,3.0,7.0,4.0
1276,2018,387,346,631,372,637,993,120,386,339,214,1060,1052,81,252,201,125,563,461,75,195,95,13.0,3.0,2.0,2.0
1276,2019,340,274,477,300,508,903,143,329,282,164,792,792,7,209,159,82,475,367,60,225,97,1.0,,7.0,5.0
1277,2010,362,174,628,493,325,897,115,420,454,277,1368,1368,147,222,195,116,574,505,115,246,81,22.0,13.0,8.0,4.0
1277,2011,292,206,610,429,376,803,161,395,390,204,1309,1310,127,200,171,96,482,459,118,223,51,16.0,15.0,9.0,4.0
1277,2012,416,200,650,481,355,976,157,384,427,244,1366,1372,152,265,203,107,566,531,106,295,78,22.0,12.0,6.0,9.0
1277,2013,358,172,566,467,333,895,136,401,403,206,1172,1176,122,280,171,87,455,480,119,248,98,18.0,8.0,12.0,6.0
1277,2014,359,307,721,440,476,991,174,345,408,197,1340,1345,124,259,189,93,637,515,115,288,136,25.0,13.0,13.0,2.0
1277,2015,342,294,738,441,469,1022,176,427,436,240,1389,1388,155,203,229,121,646,451,122,248,117,21.0,9.0,14.0,5.0
1277,2016,285,321,670,416,418,1027,177,373,427,243,1311,1319,129,156,152,88,719,454,89,226,129,31.0,43.0,9.0,6.0
1277,2017,331,273,701,490,459,947,162,323,328,193,1513,1514,139,151,191,109,591,432,102,222,87,21.0,10.0,8.0,7.0
1277,2018,331,290,640,459,435,1034,251,339,405,227,1354,1356,131,143,161,90,670,535,88,214,127,16.0,9.0,8.0,7.0
1277,2019,384,282,576,437,453,1023,186,312,368,201,1198,1197,23,178,170,88,644,510,77,220,75,2.0,3.0,12.0,1.0
1278,2010,147,109,335,239,199,419,75,250,202,121,535,526,75,115,100,61,244,227,62,100,41,9.0,14.0,3.0,8.0
1278,2011,96,64,226,176,132,337,49,164,154,102,344,345,62,72,78,42,189,178,39,71,48,4.0,4.0,5.0,1.0
1278,2012,357,203,703,558,368,890,186,483,435,209,1277,1274,218,269,207,103,573,536,103,191,128,18.0,13.0,9.0,1.0
1278,2013,267,184,603,467,362,807,187,497,500,211,1075,1080,204,253,208,113,503,523,78,142,135,18.0,10.0,12.0,
1278,2014,354,266,710,437,483,864,151,435,379,217,1426,1432,224,278,184,89,516,582,138,155,35,20.0,14.0,5.0,2.0
1278,2015,337,232,579,389,391,707,107,466,334,222,1150,1166,196,298,174,89,491,412,119,140,41,16.0,3.0,4.0,2.0
1278,2016,215,187,540,340,410,738,112,485,297,203,992,1004,166,164,173,88,372,453,99,125,81,14.0,4.0,5.0,
1278,2017,313,209,580,393,402,963,227,547,378,236,1094,1091,203,194,206,109,507,573,96,186,116,13.0,6.0,10.0,1.0
1278,2018,283,218,493,353,412,850,163,555,369,234,921,927,192,181,180,86,467,487,101,146,99,16.0,1.0,7.0,6.0
1278,2019,367,178,548,408,376,870,136,376,389,188,999,999,2,163,259,118,506,549,101,314,107,,1.0,15.0,2.0
1279,2010,392,286,659,423,510,917,182,372,460,221,1145,1136,126,259,211,126,483,485,115,312,67,20.0,,4.0,3.0
1279,2011,304,260,638,435,480,811,180,379,418,213,892,894,137,180,144,80,415,517,107,228,67,24.0,3.0,5.0,5.0
1279,2012,276,149,610,485,322,855,178,522,444,272,978,981,144,225,266,160,380,486,125,206,90,33.0,21.0,5.0,4.0
1279,2013,322,232,582,398,477,895,176,494,451,291,1104,1107,142,284,227,128,435,562,118,224,87,14.0,4.0,8.0,11.0
1279,2014,258,258,640,368,503,783,182,428,428,244,1111,1112,129,246,209,123,413,552,121,229,65,11.0,5.0,2.0,7.0
1279,2015,264,220,666,378,442,854,128,450,432,270,1247,1263,119,225,148,86,450,559,120,248,76,18.0,7.0,8.0,1.0
1279,2016,297,252,633,386,493,806,100,317,424,182,928,929,109,242,201,123,412,561,82,293,49,16.0,9.0,6.0,7.0
1279,2017,343,283,701,514,532,965,152,406,457,192,1087,1091,138,243,202,123,467,696,83,298,67,29.0,10.0,2.0,9.0
1279,2018,286,251,606,364,537,819,131,413,395,220,1153,1151,120,200,161,82,468,493,83,197,67,17.0,4.0,7.0,9.0
1279,2019,276,261,590,405,468,783,116,354,315,226,1035,1027,124,234,127,80,459,458,92,160,70,14.0,5.0,10.0,
1280,2010,223,329,508,457,587,1007,269,357,389,223,830,839,143,209,195,114,462,499,126,192,100,22.0,13.0,17.0,
1280,2011,213,246,469,413,433,813,127,315,305,184,713,715,117,163,150,79,392,441,82,184,71,25.0,13.0,16.0,5.0
1280,2012,185,202,405,353,361,744,98,338,310,209,651,652,118,179,127,63,382,385,77,154,117,23.0,21.0,12.0,8.0
1280,2013,253,151,516,543,377,715,124,381,340,176,1113,1115,129,256,196,113,320,449,112,224,77,13.0,4.0,10.0,4.0
1280,2014,324,154,569,459,348,761,88,411,325,221,1135,1142,145,255,224,114,401,510,95,208,61,25.0,14.0,9.0,8.0
1280,2015,213,133,590,463,294,746,86,379,310,226,1086,1086,124,194,184,115,273,485,102,170,61,17.0,8.0,6.0,2.0
1280,2016,252,225,595,393,449,769,133,376,325,280,1100,1100,118,202,142,74,431,398,102,171,73,20.0,9.0,7.0,8.0
1280,2017,247,247,636,433,464,823,131,359,310,191,1359,1364,123,239,166,81,386,431,99,185,106,30.0,10.0,10.0,7.0
1280,2018,290,213,545,426,483,805,169,309,340,220,1144,1142,139,214,162,101,415,407,105,180,119,17.0,8.0,11.0,6.0
1280,2019,254,284,573,439,468,796,164,331,385,233,1081,1076,127,267,178,95,470,446,102,183,123,17.0,14.0,23.0,
1281,2010,355,258,656,432,443,759,160,504,441,252,1003,1004,112,371,178,107,522,517,111,220,49,12.0,5.0,6.0,1.0
1281,2011,368,233,677,410,410,732,162,481,404,283,980,983,129,318,168,101,534,521,107,212,55,9.0,6.0,10.0,3.0
1281,2012,453,293,499,358,444,800,96,277,319,173,974,977,161,285,158,90,565,559,101,234,50,12.0,3.0,5.0,3.0
1281,2013,422,215,566,442,420,931,119,344,454,181,1010,1011,119,229,161,93,473,525,102,314,98,8.0,4.0,6.0,10.0
1281,2014,364,202,669,441,385,909,112,323,382,180,1032,1037,138,176,214,127,355,703,114,262,70,8.0,1.0,10.0,6.0
1281,2015,218,187,604,400,388,694,86,386,315,191,850,857,100,169,156,92,328,356,123,199,55,8.0,5.0,7.0,4.0
1281,2016,312,175,636,386,390,814,81,363,295,192,923,931,93,169,175,103,363,487,85,240,47,6.0,7.0,4.0,6.0
1281,2017,276,225,648,384,514,811,68,401,357,186,889,899,108,200,201,118,386,500,95,223,45,12.0,2.0,9.0,13.0
1281,2018,209,304,574,451,475,865,133,275,309,181,1228,1227,112,163,148,84,432,486,72,177,72,5.0,2.0,7.0,8.0
1281,2019,265,264,632,448,463,785,53,320,345,167,1348,1341,102,149,156,84,354,370,69,213,43,19.0,4.0,6.0,1.0
1282,2010,247,163,591,362,314,576,48,371,283,183,935,940,98,155,158,84,308,425,114,185,25,10.0,8.0,4.0,9.0
1282,2011,251,227,570,409,424,628,74,281,313,165,870,876,113,177,188,108,312,426,121,171,35,10.0,7.0,4.0,6.0
1282,2012,239,231,529,366,388,540,56,233,231,110,846,854,123,168,115,79,341,303,115,206,28,10.0,4.0,6.0,4.0
1282,2013,240,190,580,464,378,641,92,349,295,173,1149,1152,27,185,139,81,294,325,198,204,40,25.0,7.0,3.0,1.0
1282,2014,311,164,598,376,374,668,68,300,272,177,1207,1214,110,203,217,115,341,425,99,249,44,14.0,11.0,,4.0
1282,2015,281,204,596,404,407,617,99,263,347,152,1474,1481,119,230,180,108,342,464,118,318,15,9.0,4.0,2.0,3.0
1282,2016,276,200,586,369,344,656,87,321,325,144,1173,1179,91,163,158,103,313,383,82,228,30,26.0,10.0,12.0,2.0
1282,2017,297,274,679,458,460,746,77,311,302,166,1127,1126,125,208,182,110,390,503,85,229,31,17.0,17.0,7.0,6.0
1282,2018,246,255,626,377,506,663,75,246,228,148,1026,1023,85,165,141,81,303,405,81,224,5,5.0,7.0,4.0,6.0
1282,2019,344,247,632,366,455,674,85,258,252,118,1023,1020,57,223,170,90,333,393,94,276,28,6.0,3.0,5.0,2.0
1283,2010,219,252,666,407,436,849,110,565,398,369,1219,1220,131,209,163,101,505,530,133,92,43,12.0,3.0,2.0,4.0
1283,2011,189,242,606,362,402,788,103,499,373,366,1098,1104,132,171,170,90,464,518,108,94,32,13.0,11.0,10.0,1.0
1283,2012,180,177,577,329,349,780,66,526,283,360,1014,1019,120,145,122,72,417,358,135,88,20,14.0,8.0,3.0,2.0
1283,2013,144,160,549,320,396,626,46,473,268,293,753,763,113,143,149,93,292,367,129,73,17,19.0,8.0,6.0,5.0
1283,2014,214,223,629,355,398,751,93,445,295,257,927,927,113,152,178,99,384,492,129,111,22,17.0,10.0,6.0,4.0
1283,2015,120,150,515,349,327,636,90,466,281,298,862,865,105,142,112,82,321,350,117,92,24,12.0,3.0,2.0,2.0
1283,2016,183,164,598,400,349,766,127,528,317,310,999,1002,115,190,191,112,377,466,85,136,52,14.0,6.0,3.0,4.0
1283,2017,185,261,570,397,458,800,119,466,364,314,984,982,109,166,162,107,387,434,95,98,39,5.0,5.0,,2.0
1283,2018,199,226,564,370,461,850,125,462,376,309,956,954,113,144,128,70,407,371,97,130,66,18.0,10.0,6.0,4.0
1283,2019,230,207,530,375,404,691,122,342,253,231,971,971,115,215,189,101,332,417,102,144,66,2.0,5.0,10.0,1.0
1284,2010,300,196,563,447,433,697,69,352,340,150,734,736,63,225,172,71,405,416,166,219,33,3.0,,3.0,2.0
1284,2011,290,169,500,424,360,669,63,284,317,128,663,670,113,201,180,88,362,352,84,250,20,1.0,,2.0,6.0
1284,2012,341,194,662,449,389,642,49,390,352,210,969,971,117,253,182,97,441,392,103,291,28,4.0,3.0,5.0,3.0
1284,2013,341,169,631,460,376,662,46,349,350,168,1329,1329,119,273,150,82,376,410,101,353,34,3.0,2.0,4.0,7.0
1284,2014,427,177,698,454,350,713,96,261,339,131,1196,1199,5,222,225,1,386,479,4,453,36,5.0,1.0,5.0,1.0
1284,2015,340,171,622,426,335,760,127,285,320,170,1005,1006,121,231,168,99,372,503,98,338,46,3.0,3.0,11.0,2.0
1284,2016,447,282,766,443,488,1009,128,338,388,173,1183,1186,135,296,177,95,443,653,49,408,51,10.0,6.0,11.0,9.0
1284,2017,359,274,629,392,466,850,144,267,338,144,933,933,112,219,159,105,400,546,52,340,52,12.0,9.0,7.0,8.0
1284,2018,365,223,675,474,351,839,73,254,276,160,1001,1000,106,197,187,109,399,539,79,309,28,11.0,7.0,10.0,3.0
1284,2019,381,168,693,502,398,861,101,356,363,219,1089,1087,32,237,243,128,379,530,87,354,24,2.0,3.0,11.0,6.0
1285,2010,280,195,551,364,301,710,96,327,265,227,759,762,106,190,139,75,362,406,112,165,17,16.0,7.0,1.0,2.0
1285,2011,335,138,514,371,304,733,137,337,302,194,583,595,122,194,188,84,389,426,111,191,26,19.0,10.0,1.0,3.0
1285,2012,318,189,552,368,306,716,111,295,258,197,606,605,133,214,150,75,409,450,104,240,24,10.0,7.0,,3.0
1285,2013,313,200,516,374,350,701,93,258,225,150,670,674,105,172,126,62,369,472,110,198,25,15.0,6.0,3.0,5.0
1285,2014,278,207,581,279,352,566,73,200,203,145,743,740,99,134,140,74,318,432,115,181,22,8.0,3.0,,5.0
1285,2015,277,252,601,366,437,703,73,279,272,186,1001,1006,117,195,134,73,432,398,123,173,47,6.0,4.0,4.0,5.0
1285,2016,302,227,661,371,381,740,72,280,279,184,987,990,93,154,161,85,395,418,75,209,42,7.0,4.0,5.0,10.0
1285,2017,334,238,700,345,429,774,91,338,309,204,1129,1127,98,181,139,86,416,467,104,248,42,25.0,15.0,6.0,7.0
1285,2018,401,174,672,394,342,814,106,351,377,225,1047,1046,100,248,182,94,404,521,92,307,69,17.0,5.0,8.0,9.0
1285,2019,375,264,625,384,429,794,90,241,280,168,997,997,86,204,175,87,467,399,93,235,63,24.0,10.0,3.0,1.0
1286,2010,254,188,458,300,329,574,75,235,237,111,719,728,93,152,145,78,315,363,95,188,35,12.0,10.0,7.0,4.0
1286,2011,239,216,518,353,440,642,66,315,329,146,901,902,115,156,171,99,338,377,113,196,43,5.0,2.0,4.0,3.0
1286,2012,209,182,530,374,343,579,95,360,312,182,780,782,90,169,136,66,329,378,98,191,41,11.0,4.0,3.0,2.0
1286,2013,264,188,501,321,376,593,46,333,295,181,710,713,103,209,145,73,311,427,120,208,23,6.0,2.0,2.0,4.0
1286,2014,267,162,528,342,318,636,45,323,251,204,837,837,103,183,154,74,282,427,124,228,13,5.0,3.0,2.0,5.0
1286,2015,204,234,601,395,423,658,79,328,302,176,1019,1017,82,123,115,59,331,332,109,214,18,4.0,3.0,,1.0
1286,2016,280,288,663,365,487,739,60,338,382,207,1045,1045,69,147,153,76,378,393,90,226,19,5.0,3.0,5.0,2.0
1286,2017,252,298,692,367,504,767,68,344,309,205,1228,1227,90,173,156,94,394,489,90,192,36,3.0,5.0,3.0,4.0
1286,2018,306,230,602,371,451,733,60,344,333,164,1090,1088,96,162,169,70,358,513,71,246,35,7.0,5.0,4.0,2.0
1286,2019,300,300,543,379,498,756,42,279,284,181,1149,1145,87,164,164,83,469,471,87,213,40,3.0,1.0,8.0,
1287,2010,291,245,652,498,392,764,109,329,456,165,1312,1323,111,287,179,88,463,459,106,277,87,29.0,16.0,9.0,4.0
1287,2011,287,195,624,494,375,764,105,307,456,176,1177,1193,137,278,200,93,394,478,115,262,106,22.0,12.0,11.0,6.0
1287,2012,222,179,546,439,329,565,37,251,302,169,1413,1423,119,229,122,61,332,393,89,180,21,11.0,8.0,7.0,7.0
1287,2013,294,180,773,544,397,680,81,388,437,219,1088,1096,92,256,177,94,433,483,114,209,46,20.0,14.0,4.0,3.0
1287,2014,384,175,764,506,400,763,93,291,427,142,738,740,130,242,235,133,403,661,106,267,44,34.0,14.0,6.0,5.0
1287,2015,356,205,734,429,398,729,101,295,382,159,832,845,110,247,157,76,445,447,87,298,34,25.0,11.0,8.0,9.0
1287,2016,389,200,824,441,346,783,77,454,513,252,914,924,117,274,209,92,487,514,74,372,32,34.0,11.0,5.0,8.0
1287,2017,288,205,598,369,325,654,84,395,355,247,537,535,98,168,117,69,429,369,48,223,29,16.0,8.0,3.0,4.0
1287,2018,254,186,568,421,398,626,74,287,303,163,928,929,118,157,147,74,305,389,74,189,28,9.0,3.0,3.0,5.0
1287,2019,277,240,548,380,474,754,131,318,325,193,958,956,102,164,183,87,400,442,105,263,41,21.0,11.0,6.0,1.0
1288,2010,434,192,709,459,377,854,141,422,524,226,1054,1057,89,221,247,126,425,620,101,364,27,8.0,5.0,4.0,5.0
1288,2011,397,123,625,470,293,734,117,319,404,139,876,879,102,192,214,109,372,522,109,349,35,14.0,12.0,6.0,6.0
1288,2012,339,145,548,453,327,664,130,277,352,130,878,884,90,191,184,93,341,437,108,278,44,18.0,10.0,5.0,7.0
1288,2013,391,130,548,470,316,726,165,309,439,141,788,795,109,200,235,119,402,405,112,327,95,28.0,9.0,16.0,6.0
1288,2014,378,140,646,403,396,744,156,308,442,151,959,981,89,191,264,131,393,475,116,347,105,26.0,11.0,5.0,11.0
1288,2015,268,163,578,332,413,629,88,430,467,198,799,805,108,175,204,97,313,389,104,351,36,8.0,8.0,3.0,5.0
1288,2016,324,156,556,350,359,685,63,394,357,199,812,821,115,183,182,109,339,440,77,319,25,10.0,1.0,9.0,6.0
1288,2017,193,125,479,331,316,600,81,328,333,178,649,652,75,130,130,71,258,387,67,253,29,9.0,5.0,4.0,6.0
1288,2018,297,144,580,395,298,707,81,418,386,234,823,820,97,210,166,81,361,501,68,301,50,12.0,4.0,5.0,7.0
1288,2019,312,162,579,373,328,630,46,432,372,204,885,884,81,213,184,100,330,431,55,323,18,8.0,4.0,4.0,
1290,2010,278,194,645,539,406,713,78,326,350,160,622,621,107,233,185,102,361,400,106,261,34,14.0,3.0,6.0,5.0
1290,2011,312,196,705,534,421,790,89,407,385,175,765,765,94,216,200,110,375,460,98,249,33,12.0,2.0,5.0,6.0
1290,2012,326,252,700,494,525,810,86,364,446,149,739,727,98,298,216,113,449,455,90,301,69,16.0,3.0,19.0,13.0
1290,2013,200,164,537,405,372,572,70,342,331,161,829,834,103,192,181,122,264,396,92,239,37,12.0,8.0,9.0,7.0
1290,2014,311,183,659,431,406,664,54,353,342,178,1064,1066,107,209,182,94,308,419,106,275,21,4.0,1.0,6.0,9.0
1290,2015,343,157,586,481,362,668,37,471,384,201,927,924,97,241,178,110,338,412,114,330,19,19.0,4.0,4.0,3.0
1290,2016,315,179,672,469,412,866,82,564,381,292,1187,1185,94,241,180,99,373,462,109,308,22,18.0,9.0,11.0,1.0
1290,2017,296,143,474,355,265,574,51,385,285,188,888,884,81,181,153,74,300,324,72,247,8,19.0,9.0,4.0,3.0
1290,2018,324,171,647,419,397,742,56,515,394,235,1050,1051,99,186,160,90,327,388,93,303,11,17.0,2.0,2.0,6.0
1290,2019,262,164,564,404,365,748,65,512,359,235,971,970,68,170,209,100,338,412,70,267,16,13.0,3.0,5.0,
1291,2010,319,180,522,405,331,713,139,336,331,151,1092,1092,116,220,195,104,343,413,98,273,32,11.0,6.0,7.0,2.0
1291,2011,267,146,589,460,300,685,107,372,295,207,1307,1310,123,183,172,102,363,403,112,250,39,5.0,3.0,2.0,3.0
1291,2012,285,159,535,480,343,620,99,266,331,133,873,878,119,178,148,83,332,295,116,260,53,17.0,5.0,4.0,3.0
1291,2013,294,274,623,398,537,618,67,256,320,157,1405,1409,67,269,149,85,389,403,151,233,43,10.0,2.0,7.0,
1291,2014,356,296,616,388,538,725,99,204,328,147,1332,1336,97,232,159,88,389,522,130,329,34,10.0,2.0,7.0,
1291,2015,290,228,549,367,463,654,112,224,325,85,1373,1375,73,202,141,81,342,341,129,285,52,7.0,9.0,2.0,3.0
1291,2016,362,226,652,401,487,704,119,250,318,138,1458,1459,77,248,153,94,361,416,109,431,48,14.0,5.0,6.0,4.0
1291,2017,422,261,638,472,469,805,142,284,276,127,1191,1186,98,221,180,102,403,431,96,335,53,14.0,4.0,8.0,9.0
1291,2018,259,295,452,328,495,650,118,177,201,120,996,995,74,204,109,67,417,352,158,230,67,11.0,3.0,7.0,
1291,2019,298,209,550,384,461,684,96,226,259,131,1030,1028,54,128,179,103,328,374,107,258,36,2.0,,8.0,
1292,2010,231,181,655,414,307,716,75,476,314,284,844,848,102,184,150,67,332,455,120,136,27,10.0,2.0,6.0,6.0
1292,2011,233,160,706,458,294,675,107,415,353,210,986,988,103,252,198,98,316,545,116,186,57,19.0,4.0,6.0,5.0
1292,2012,302,155,656,462,269,793,141,398,367,268,1096,1096,116,229,256,132,505,520,134,197,106,17.0,,14.0,8.0
1292,2013,343,181,699,463,299,836,128,447,407,243,1156,1156,132,238,202,104,482,528,120,230,72,9.0,5.0,6.0,6.0
1292,2014,261,164,625,391,315,744,146,408,367,221,958,969,89,220,217,118,390,482,131,180,69,23.0,4.0,11.0,3.0
1292,2015,271,238,643,448,417,798,105,390,371,183,1178,1185,132,207,170,83,380,472,148,243,50,7.0,6.0,7.0,3.0
1292,2016,307,267,663,390,403,859,115,414,348,206,1161,1167,118,204,224,115,427,405,110,228,63,12.0,7.0,5.0,7.0
1292,2017,356,223,643,362,382,885,97,437,338,308,1008,1004,112,238,156,93,530,422,92,197,73,15.0,7.0,9.0,7.0
1292,2018,284,215,590,377,369,765,66,370,316,238,969,966,113,184,124,48,420,397,95,190,50,15.0,,4.0,6.0
1292,2019,240,197,553,473,414,764,75,372,360,189,898,896,116,174,169,75,320,341,95,226,60,19.0,3.0,3.0,1.0
1293,2010,404,216,596,493,352,825,180,282,408,176,849,860,96,303,198,119,511,534,110,281,88,13.0,1.0,9.0,3.0
1293,2011,288,181,565,414,298,627,83,312,316,144,891,901,122,223,180,88,400,487,92,190,50,11.0,6.0,10.0,3.0
1293,2012,282,217,534,415,332,685,129,270,321,155,777,796,123,240,171,98,367,512,67,215,61,15.0,12.0,7.0,12.0
